time_s,reference_heading_deg,actual_heading_deg,heading_error_deg
27.744,0.08,0.02,0.06
27.776,0.08,0.02,0.06
27.808,0.08,0.02,0.06
27.840,0.08,0.02,0.06
27.872,0.08,0.02,0.06
27.904,0.08,0.02,0.06
27.936,0.08,0.02,0.06
27.968,0.08,0.02,0.06
28.000,0.08,0.02,0.06
28.032,0.08,0.02,0.06
28.064,0.08,0.02,0.06
28.096,0.08,0.02,0.06
28.128,0.09,0.02,0.06
28.160,0.09,0.03,0.06
28.192,0.09,0.03,0.06
28.224,0.09,0.03,0.06
28.256,0.09,0.03,0.06
28.288,0.09,0.03,0.06
28.320,0.09,0.03,0.06
28.352,0.09,0.03,0.06
28.384,0.09,0.03,0.06
28.416,0.09,0.03,0.06
28.448,0.09,0.03,0.06
28.480,0.10,0.03,0.06
28.512,0.10,0.03,0.06
28.544,0.10,0.04,0.06
28.576,0.10,0.04,0.06
28.608,0.10,0.04,0.06
28.640,0.10,0.04,0.06
28.672,0.10,0.04,0.06
28.704,0.10,0.04,0.06
28.736,0.10,0.04,0.06
28.768,0.11,0.04,0.06
28.800,0.11,0.04,0.06
28.832,0.07,0.04,0.03
28.864,0.06,0.02,0.04
28.896,0.05,0.03,0.02
28.928,0.05,0.01,0.03
28.960,0.04,0.02,0.02
28.992,0.04,0.01,0.03
29.024,0.04,0.01,0.02
29.056,0.04,0.01,0.03
29.088,0.04,0.01,0.03
29.120,0.04,0.01,0.03
29.152,0.04,0.01,0.03
29.184,0.04,0.01,0.03
29.216,0.04,0.01,0.03
29.248,0.04,0.01,0.03
29.280,0.04,0.01,0.03
29.312,0.04,0.01,0.03
29.344,0.04,0.00,0.03
29.376,0.04,0.00,0.03
29.408,0.04,0.00,0.03
29.440,0.04,0.00,0.03
29.472,0.04,0.00,0.03
29.504,0.04,0.00,0.03
29.536,0.04,0.00,0.03
29.568,0.04,0.00,0.03
29.600,0.04,0.00,0.03
29.632,0.04,0.00,0.04
29.664,0.04,0.00,0.04
29.696,0.04,0.00,0.04
29.728,0.04,0.00,0.04
29.760,0.04,0.00,0.04
29.792,0.04,0.00,0.04
29.824,0.04,0.00,0.04
29.856,0.04,0.00,0.04
29.888,0.04,0.00,0.04
29.920,0.04,0.00,0.04
29.952,0.04,0.00,0.04
29.984,0.04,-0.00,0.04
30.016,0.04,-0.00,0.04
30.048,0.04,-0.00,0.04
30.080,0.04,-0.00,0.04
30.112,0.04,-0.00,0.04
30.144,0.04,0.00,0.04
30.176,0.04,0.00,0.04
30.208,0.04,0.00,0.04
30.240,0.04,0.00,0.04
30.272,0.04,0.00,0.04
30.304,0.04,0.00,0.04
30.336,0.04,0.00,0.04
30.368,0.04,0.00,0.04
30.400,0.04,0.00,0.04
30.432,0.04,0.00,0.04
30.464,0.04,0.00,0.04
30.496,0.05,0.00,0.04
30.528,0.05,0.00,0.04
30.560,0.05,0.00,0.04
30.592,0.05,0.00,0.04
30.624,0.05,0.00,0.04
30.656,0.05,0.00,0.04
30.688,0.05,0.00,0.04
30.720,0.05,0.00,0.04
30.752,-94.62,0.00,-94.62
30.784,-94.62,-2.57,-92.05
30.816,-94.62,-5.15,-89.47
30.848,-94.62,-7.73,-86.89
30.880,-94.62,-10.32,-84.30
30.912,-94.62,-12.93,-81.69
30.944,-94.62,-15.54,-79.08
30.976,-94.62,-18.15,-76.47
31.008,-94.61,-20.75,-73.86
31.040,-94.61,-23.36,-71.26
31.072,-94.61,-25.96,-68.65
31.104,-94.61,-28.56,-66.05
31.136,-94.61,-31.15,-63.46
31.168,-94.61,-33.74,-60.86
31.200,-94.61,-36.34,-58.27
31.232,-94.61,-38.92,-55.68
31.264,-94.61,-41.51,-53.09
31.296,-94.61,-44.10,-50.51
31.328,-94.61,-46.68,-47.92
31.360,-94.61,-49.27,-45.34
31.392,0.03,-51.85,51.88
31.424,0.03,-49.21,49.24
31.456,0.03,-46.58,46.61
31.488,0.03,-43.95,43.98
31.520,0.03,-41.34,41.37
31.552,0.03,-38.73,38.76
31.584,0.03,-36.12,36.15
31.616,0.03,-33.52,33.55
31.648,0.03,-30.93,30.96
31.680,0.03,-28.34,28.37
31.712,0.03,-25.75,25.78
31.744,0.02,-23.17,23.19
31.776,0.24,-23.80,24.04
31.808,0.46,-21.99,22.44
31.840,0.66,-21.96,22.62
31.872,0.88,-20.66,21.54
31.904,1.08,-20.28,21.36
31.936,1.28,-19.29,20.57
31.968,1.48,-18.77,20.24
32.000,1.67,-17.93,19.61
32.032,1.86,-17.35,19.21
32.064,2.05,-16.61,18.66
32.096,2.24,-16.01,18.25
32.128,2.42,-15.34,17.76
32.160,2.60,-14.74,17.34
32.192,2.78,-14.12,16.89
32.224,2.95,-13.54,16.49
32.256,3.13,-12.95,16.08
32.288,3.30,-12.39,15.69
32.320,3.46,-11.84,15.30
32.352,3.63,-11.30,14.93
32.384,3.79,-10.78,14.57
32.416,3.96,-10.27,14.22
32.448,4.11,-9.76,13.88
32.480,4.27,-9.28,13.55
32.512,4.43,-8.80,13.23
32.544,4.58,-8.33,12.91
32.576,4.73,-7.88,12.61
32.608,4.88,-7.43,12.31
32.640,5.03,-6.99,12.03
32.672,5.18,-6.57,11.75
32.704,5.32,-6.15,11.47
32.736,5.47,-5.74,11.21
32.768,5.61,-5.34,10.95
32.800,5.75,-4.95,10.70
32.832,5.89,-4.58,10.47
32.864,6.03,-4.20,10.23
32.896,6.17,-3.84,10.01
32.928,6.30,-3.48,9.78
32.960,6.44,-3.13,9.57
32.992,6.57,-2.79,9.36
33.024,6.70,-2.45,9.16
33.056,6.84,-2.12,8.96
33.088,6.97,-1.80,8.76
33.120,7.10,-1.48,8.58
33.152,7.23,-1.17,8.39
33.184,7.35,-0.86,8.21
33.216,7.48,-0.56,8.04
33.248,7.61,-0.27,7.87
33.280,7.73,0.02,7.71
33.312,7.86,0.31,7.55
33.344,7.98,0.59,7.40
33.376,8.11,0.86,7.25
33.408,8.23,1.13,7.10
33.440,8.36,1.40,6.96
33.472,8.48,1.66,6.82
33.504,8.60,1.92,6.68
33.536,8.73,2.17,6.55
33.568,8.85,2.42,6.43
33.600,8.97,2.67,6.30
33.632,9.09,2.91,6.19
33.664,9.22,3.15,6.07
33.696,9.34,3.38,5.96
33.728,9.46,3.61,5.85
33.760,9.59,3.84,5.74
33.792,9.71,4.07,5.64
33.824,9.84,4.29,5.54
33.856,9.96,4.51,5.45
33.888,10.09,4.73,5.35
33.920,10.21,4.95,5.27
33.952,-22.04,5.16,-27.20
33.984,-41.18,2.56,-43.74
34.016,-51.36,-0.02,-51.35
34.048,-57.20,-2.61,-54.59
34.080,-60.84,-5.20,-55.64
34.112,-63.26,-7.79,-55.47
34.144,-64.95,-10.42,-54.53
34.176,-66.15,-13.04,-53.11
34.208,-67.04,-15.65,-51.38
34.240,-67.70,-18.26,-49.44
34.272,-68.21,-20.87,-47.34
34.304,-68.60,-23.47,-45.13
34.336,-68.90,-26.07,-42.83
34.368,-69.14,-28.67,-40.47
34.400,-69.32,-31.26,-38.06
34.432,-69.47,-33.86,-35.61
34.464,-69.58,-36.45,-33.14
34.496,-69.67,-39.03,-30.64
34.528,-69.75,-41.62,-28.13
34.560,-69.81,-44.21,-25.60
34.592,-69.85,-46.79,-23.07
34.624,-70.09,-46.34,-23.75
34.656,-70.31,-48.47,-21.83
34.688,-70.52,-48.48,-22.04
34.720,-70.73,-49.98,-20.75
34.752,-70.92,-50.40,-20.52
34.784,-71.11,-51.52,-19.59
34.816,-71.29,-52.10,-19.19
34.848,-71.47,-53.04,-18.43
34.880,-71.64,-53.68,-17.96
34.912,-71.81,-54.50,-17.31
34.944,-71.97,-55.16,-16.81
34.976,-72.13,-55.90,-16.23
35.008,-72.28,-56.55,-15.73
35.040,-72.43,-57.23,-15.20
35.072,-72.58,-57.86,-14.71
35.104,-72.72,-58.50,-14.22
35.136,-72.86,-59.10,-13.75
35.168,-72.99,-59.70,-13.29
35.200,-73.12,-60.28,-12.85
35.232,-73.25,-60.84,-12.41
35.264,-73.38,-61.39,-11.99
35.296,-73.50,-61.92,-11.58
35.328,-73.62,-62.44,-11.18
35.360,-73.73,-62.94,-10.79
35.392,-73.85,-63.44,-10.41
35.424,-73.96,-63.91,-10.04
35.456,-74.07,-64.38,-9.69
35.488,-74.17,-64.83,-9.34
35.520,-74.27,-65.28,-9.00
35.552,-74.37,-65.71,-8.67
35.584,-74.47,-66.12,-8.35
35.616,-74.57,-66.53,-8.03
35.648,-74.66,-66.93,-7.73
35.680,-74.75,-67.32,-7.43
35.712,-74.84,-67.69,-7.14
35.744,-74.92,-68.06,-6.86
35.776,-75.00,-68.41,-6.59
35.808,-75.08,-68.76,-6.32
35.840,-75.16,-69.10,-6.06
35.872,-75.24,-69.43,-5.81
35.904,-75.31,-69.75,-5.56
35.936,-75.38,-70.06,-5.33
35.968,-75.45,-70.36,-5.09
36.000,-75.52,-70.66,-4.86
36.032,-75.58,-70.94,-4.64
36.064,-75.65,-71.22,-4.43
36.096,-75.71,-71.49,-4.22
36.128,-75.77,-71.76,-4.01
36.160,-75.82,-72.01,-3.81
36.192,-75.88,-72.26,-3.62
36.224,-75.93,-72.50,-3.43
36.256,-75.98,-72.74,-3.24
36.288,-76.03,-72.97,-3.06
36.320,-76.08,-73.19,-2.89
36.352,-76.12,-73.40,-2.72
36.384,-76.16,-73.61,-2.55
36.416,-76.20,-73.82,-2.39
36.448,-76.24,-74.01,-2.23
36.480,-76.28,-74.21,-2.07
36.512,-80.22,-74.39,-5.83
36.544,-82.13,-77.43,-4.70
36.576,-83.21,-77.10,-6.11
36.608,-83.92,-78.63,-5.29
36.640,-84.39,-78.54,-5.86
36.672,-84.74,-79.45,-5.29
36.704,-85.00,-79.55,-5.46
36.736,-85.20,-80.15,-5.05
36.768,-85.36,-80.35,-5.01
36.800,-85.49,-80.80,-4.69
36.832,-85.59,-81.03,-4.56
36.864,-85.68,-81.39,-4.29
36.896,-85.75,-81.63,-4.11
36.928,-85.81,-81.94,-3.87
36.960,-85.86,-82.18,-3.68
36.992,-85.90,-82.45,-3.46
37.024,-85.94,-82.68,-3.26
37.056,-85.98,-82.92,-3.05
37.088,-86.01,-83.15,-2.86
37.120,-86.04,-83.37,-2.67
37.152,-86.06,-83.57,-2.49
37.184,-86.08,-83.78,-2.30
37.216,-86.10,-83.97,-2.13
37.248,-86.12,-84.16,-1.96
37.280,-86.13,-84.34,-1.79
37.312,-86.15,-84.51,-1.63
37.344,-86.16,-84.68,-1.48
37.376,-86.17,-84.84,-1.33
37.408,-86.18,-85.00,-1.18
37.440,-86.19,-85.15,-1.04
37.472,-86.20,-85.30,-0.90
37.504,-86.20,-85.44,-0.76
37.536,-86.21,-85.58,-0.63
37.568,-86.21,-85.71,-0.50
37.600,-86.22,-85.84,-0.38
37.632,-86.22,-85.96,-0.26
37.664,-86.22,-86.08,-0.14
37.696,-86.22,-86.19,-0.03
37.728,-86.22,-86.31,0.08
37.760,-86.22,-86.41,0.19
37.792,-86.22,-86.52,0.30
37.824,-86.57,-88.39,1.82
37.856,-87.11,-92.58,5.47
37.888,-87.88,-96.59,8.72
37.920,-88.35,-97.63,9.28
37.952,-88.32,-97.11,8.79
37.984,-88.28,-96.75,8.47
38.016,-88.24,-96.35,8.11
38.048,-88.20,-96.05,7.85
38.080,-88.17,-95.74,7.57
38.112,-88.13,-95.49,7.36
38.144,-88.10,-95.25,7.15
38.176,-88.07,-95.05,6.99
38.208,-88.04,-94.86,6.82
38.240,-88.01,-94.69,6.69
38.272,-87.98,-94.53,6.56
38.304,-87.95,-94.39,6.44
38.336,-87.92,-94.25,6.33
38.368,-87.89,-94.12,6.23
38.400,-87.86,-94.00,6.13
38.432,-87.84,-93.88,6.04
38.464,-87.81,-93.76,5.95
38.496,-87.79,-93.65,5.87
38.528,-87.76,-93.55,5.78
38.560,-87.74,-93.44,5.70
38.592,-87.71,-93.34,5.63
38.624,-87.69,-93.24,5.55
38.656,-87.67,-93.15,5.48
38.688,-87.65,-93.05,5.41
38.720,-87.63,-92.96,5.34
38.752,-87.61,-92.87,5.27
38.784,-87.59,-92.79,5.20
38.816,-87.57,-92.70,5.13
38.848,-87.55,-92.62,5.07
38.880,-87.53,-92.54,5.01
38.912,-87.51,-92.46,4.94
38.944,-87.50,-92.38,4.88
38.976,-87.48,-92.31,4.82
39.008,-87.47,-92.23,4.77
39.040,-87.43,-92.16,4.73
39.072,-87.40,-92.09,4.69
39.104,-87.37,-92.02,4.65
39.136,-87.33,-91.95,4.61
39.168,-87.30,-91.88,4.58
39.200,-87.27,-91.81,4.54
39.232,-87.23,-91.74,4.51
39.264,-87.20,-91.67,4.47
39.296,-87.17,-91.61,4.44
39.328,-87.13,-91.54,4.41
39.360,-87.10,-91.48,4.37
39.392,-87.07,-91.41,4.34
39.424,-87.03,-91.35,4.31
39.456,-87.00,-91.29,4.28
39.488,-86.97,-91.22,4.26
39.520,-86.94,-91.16,4.23
39.552,-86.90,-91.10,4.20
39.584,-86.87,-91.04,4.17
39.616,-86.84,-90.98,4.15
39.648,-86.80,-90.92,4.12
39.680,-86.77,-90.86,4.10
39.712,-86.73,-90.81,4.07
39.744,-86.70,-90.75,4.05
39.776,-86.67,-90.69,4.02
39.808,-86.63,-90.64,4.00
39.840,-86.60,-90.58,3.98
39.872,-86.57,-90.52,3.96
39.904,-86.53,-90.47,3.94
39.936,-86.50,-90.41,3.92
39.968,-86.46,-90.36,3.90
40.000,-86.43,-90.31,3.88
40.032,-86.39,-90.25,3.86
40.064,-86.36,-90.20,3.84
40.096,-86.32,-90.15,3.82
40.128,-86.29,-90.09,3.80
40.160,-86.25,-90.04,3.79
40.192,-86.22,-89.99,3.77
40.224,-86.18,-89.94,3.75
40.256,-86.15,-89.88,3.74
40.288,-86.11,-89.83,3.72
40.320,-86.08,-89.78,3.71
40.352,-86.04,-89.73,3.69
40.384,-86.00,-89.68,3.68
40.416,-85.97,-89.63,3.66
40.448,-85.93,-89.58,3.65
40.480,-85.89,-89.53,3.64
40.512,-85.85,-89.48,3.62
40.544,-85.82,-89.43,3.61
40.576,-85.78,-89.38,3.60
40.608,-85.74,-89.33,3.59
40.640,-85.70,-89.28,3.57
40.672,-85.66,-89.23,3.56
40.704,-85.62,-89.18,3.55
40.736,-85.59,-89.13,3.54
40.768,-85.55,-89.08,3.53
40.800,-85.51,-89.03,3.52
40.832,-85.46,-88.97,3.51
40.864,-85.42,-88.92,3.50
40.896,-85.38,-88.87,3.49
40.928,-85.34,-88.82,3.48
40.960,-85.30,-88.77,3.47
40.992,-85.26,-88.72,3.47
41.024,-85.21,-88.67,3.46
41.056,-85.17,-88.62,3.45
41.088,-85.13,-88.57,3.44
41.120,-85.08,-88.52,3.44
41.152,-85.04,-88.47,3.43
41.184,-84.99,-88.42,3.42
41.216,-84.95,-88.36,3.42
41.248,-84.90,-88.31,3.41
41.280,-84.86,-88.26,3.40
41.312,-84.81,-88.21,3.40
41.344,-84.76,-88.15,3.39
41.376,-84.71,-88.10,3.39
41.408,-84.66,-88.05,3.39
41.440,-84.61,-87.99,3.38
41.472,-84.56,-87.94,3.38
41.504,-84.51,-87.89,3.37
41.536,-84.46,-87.83,3.37
41.568,-84.41,-87.77,3.37
41.600,-84.35,-87.72,3.37
41.632,-84.30,-87.66,3.36
41.664,-84.24,-87.61,3.36
41.696,-84.19,-87.55,3.36
41.728,-84.13,-87.49,3.36
41.760,-84.07,-87.43,3.36
41.792,-84.01,-87.37,3.36
41.824,-83.95,-87.31,3.36
41.856,-83.89,-87.25,3.36
41.888,-83.83,-87.19,3.36
41.920,-83.77,-87.13,3.36
41.952,-83.70,-87.07,3.37
41.984,-83.64,-87.00,3.37
42.016,-83.57,-86.94,3.37
42.048,-83.50,-86.87,3.38
42.080,-83.43,-86.81,3.38
42.112,-83.36,-86.74,3.38
42.144,-83.28,-86.67,3.39
42.176,-83.21,-86.60,3.40
42.208,-83.13,-86.53,3.40
42.240,-83.05,-86.46,3.41
42.272,-85.50,-86.39,0.89
42.304,-86.51,-88.23,1.72
42.336,-87.03,-87.69,0.66
42.368,-87.36,-88.53,1.17
42.400,-87.56,-88.23,0.67
42.432,-87.71,-88.68,0.97
42.464,-87.81,-88.54,0.73
42.496,-87.89,-88.79,0.90
42.528,-87.94,-88.74,0.80
42.560,-87.98,-88.89,0.91
42.592,-88.01,-88.88,0.87
42.624,-88.03,-88.98,0.95
42.656,-88.05,-89.00,0.95
42.688,-88.06,-89.06,1.00
42.720,-88.07,-89.09,1.02
42.752,-88.07,-89.14,1.07
42.784,-88.07,-89.17,1.09
42.816,-88.07,-89.21,1.14
42.848,-88.07,-89.24,1.17
42.880,-88.07,-89.27,1.20
42.912,-88.06,-89.30,1.24
42.944,-88.06,-89.33,1.27
42.976,-88.05,-89.35,1.30
43.008,-88.04,-89.38,1.34
43.040,-88.03,-89.40,1.37
43.072,-88.02,-89.42,1.40
43.104,-88.01,-89.44,1.43
43.136,-88.00,-89.46,1.46
43.168,-87.99,-89.48,1.49
43.200,-87.98,-89.50,1.52
43.232,-87.97,-89.51,1.54
43.264,-87.96,-89.53,1.57
43.296,-87.95,-89.54,1.59
43.328,-87.93,-89.55,1.62
43.360,-87.92,-89.56,1.64
43.392,-87.91,-89.58,1.67
43.424,-87.89,-89.58,1.69
43.456,-87.88,-89.59,1.71
43.488,-87.87,-89.60,1.73
43.520,-87.85,-89.61,1.75
43.552,-87.84,-89.61,1.77
43.584,-87.82,-89.62,1.79
43.616,-87.81,-89.62,1.81
43.648,-87.79,-89.62,1.83
43.680,-87.78,-89.63,1.85
43.712,-87.76,-89.63,1.87
43.744,-87.74,-89.63,1.88
43.776,-87.73,-89.63,1.90
43.808,-87.71,-89.62,1.92
43.840,-87.69,-89.62,1.93
43.872,-87.67,-89.62,1.95
43.904,-87.66,-89.62,1.96
43.936,-87.64,-89.61,1.98
43.968,-87.62,-89.61,1.99
44.000,-87.60,-89.60,2.00
44.032,-87.58,-89.59,2.01
44.064,-87.56,-89.59,2.03
44.096,-87.54,-89.58,2.04
44.128,-87.52,-89.57,2.05
44.160,-87.50,-89.56,2.06
44.192,-87.48,-89.55,2.07
44.224,-87.46,-89.54,2.08
44.256,-87.44,-89.53,2.10
44.288,-87.41,-89.52,2.11
44.320,-87.39,-89.51,2.12
44.352,-87.37,-89.49,2.13
44.384,-87.35,-89.48,2.13
44.416,-87.32,-89.47,2.14
44.448,-87.30,-89.45,2.15
44.480,-87.28,-89.44,2.16
44.512,-87.25,-89.42,2.17
44.544,-87.23,-89.41,2.18
44.576,-87.20,-89.39,2.19
44.608,-87.18,-89.37,2.20
44.640,-87.15,-89.35,2.20
44.672,-87.12,-89.33,2.21
44.704,-87.10,-89.32,2.22
44.736,-87.07,-89.30,2.23
44.768,-87.04,-89.28,2.23
44.800,-87.01,-89.25,2.24
44.832,-86.99,-89.23,2.25
44.864,-86.96,-89.21,2.25
44.896,-86.93,-89.19,2.26
44.928,-86.90,-89.17,2.27
44.960,-86.87,-89.14,2.27
44.992,-86.84,-89.12,2.28
45.024,-86.81,-89.09,2.29
45.056,-86.77,-89.07,2.29
45.088,-86.74,-89.04,2.30
45.120,-86.71,-89.02,2.31
45.152,-86.68,-88.99,2.31
45.184,-86.64,-88.96,2.32
45.216,-86.61,-88.93,2.33
45.248,-86.57,-88.90,2.33
45.280,-86.54,-88.87,2.34
45.312,-86.50,-88.84,2.35
45.344,-86.46,-88.81,2.35
45.376,-86.42,-88.78,2.36
45.408,-86.38,-88.75,2.37
45.440,-86.35,-88.72,2.37
45.472,-86.30,-88.68,2.38
45.504,-86.26,-88.65,2.39
45.536,-86.22,-88.62,2.39
45.568,-86.18,-88.58,2.40
45.600,-86.14,-88.54,2.41
45.632,-86.09,-88.51,2.42
45.664,-86.05,-88.47,2.42
45.696,-86.00,-88.43,2.43
45.728,-85.95,-88.39,2.44
45.760,-85.90,-88.35,2.45
45.792,-85.85,-88.31,2.46
45.824,-85.80,-88.27,2.47
45.856,-85.75,-88.22,2.47
45.888,-85.69,-88.18,2.48
45.920,-85.64,-88.13,2.49
45.952,-85.58,-88.09,2.50
45.984,-85.52,-88.04,2.51
46.016,-85.46,-87.99,2.53
46.048,-85.40,-87.94,2.54
46.080,-85.34,-87.89,2.55
46.112,-87.06,-87.84,0.78
46.144,-87.74,-89.13,1.40
46.176,-88.08,-88.73,0.65
46.208,-88.30,-89.32,1.03
46.240,-88.43,-89.11,0.67
46.272,-88.53,-89.42,0.89
46.304,-88.59,-89.32,0.73
46.336,-88.64,-89.49,0.85
46.368,-88.67,-89.45,0.78
46.400,-88.70,-89.56,0.86
46.432,-88.71,-89.55,0.84
46.464,-88.73,-89.62,0.89
46.496,-88.74,-89.63,0.89
46.528,-88.74,-89.67,0.93
46.560,-88.74,-89.69,0.95
46.592,-88.74,-89.72,0.98
46.624,-88.74,-89.74,1.00
46.656,-88.74,-89.77,1.03
46.688,-88.74,-89.79,1.05
46.720,-88.73,-89.81,1.08
46.752,-88.73,-89.83,1.10
46.784,-88.72,-89.85,1.13
46.816,-88.71,-89.86,1.15
46.848,-88.71,-89.88,1.17
46.880,-88.70,-89.89,1.19
46.912,-88.69,-89.91,1.22
46.944,-88.68,-89.92,1.24
46.976,-88.67,-89.93,1.26
47.008,-88.66,-89.94,1.28
47.040,-88.65,-89.95,1.30
47.072,-88.64,-89.96,1.32
47.104,-88.63,-89.97,1.34
47.136,-88.62,-89.98,1.36
47.168,-88.61,-89.99,1.37
47.200,-88.60,-89.99,1.39
47.232,-88.59,-90.00,1.41
47.264,-88.58,-90.00,1.42
47.296,-88.56,-90.01,1.44
47.328,-88.55,-90.01,1.46
47.360,-88.54,-90.01,1.47
47.392,-88.53,-90.01,1.49
47.424,-88.51,-90.01,1.50
47.456,-88.50,-90.01,1.51
47.488,-88.49,-90.01,1.53
47.520,-88.47,-90.01,1.54
47.552,-88.46,-90.01,1.55
47.584,-88.45,-90.01,1.56
47.616,-88.43,-90.01,1.57
47.648,-88.42,-90.00,1.59
47.680,-88.40,-90.00,1.60
47.712,-88.39,-89.99,1.61
47.744,-88.37,-89.99,1.62
47.776,-88.36,-89.98,1.63
47.808,-88.34,-89.98,1.64
47.840,-88.32,-89.97,1.65
47.872,-88.31,-89.96,1.66
47.904,-88.29,-89.96,1.66
47.936,-88.27,-89.95,1.67
47.968,-88.26,-89.94,1.68
48.000,-88.24,-89.93,1.69
48.032,-88.22,-89.92,1.70
48.064,-88.20,-89.91,1.71
48.096,-88.19,-89.90,1.71
48.128,-88.17,-89.89,1.72
48.160,-88.15,-89.88,1.73
48.192,-88.13,-89.87,1.73
48.224,-88.11,-89.85,1.74
48.256,-88.09,-89.84,1.75
48.288,-88.07,-89.83,1.75
48.320,-88.05,-89.81,1.76
48.352,-88.03,-89.80,1.77
48.384,-88.01,-89.78,1.77
48.416,-87.99,-89.77,1.78
48.448,-87.97,-89.75,1.79
48.480,-87.95,-89.74,1.79
48.512,-87.92,-89.72,1.80
48.544,-87.90,-89.70,1.80
48.576,-87.88,-89.69,1.81
48.608,-87.86,-89.67,1.81
48.640,-87.83,-89.65,1.82
48.672,-87.81,-89.63,1.82
48.704,-87.78,-89.61,1.83
48.736,-87.76,-89.59,1.83
48.768,-87.73,-89.57,1.84
48.800,-87.71,-89.55,1.84
48.832,-87.68,-89.53,1.85
48.864,-87.66,-89.51,1.85
48.896,-87.63,-89.49,1.86
48.928,-87.60,-89.47,1.86
48.960,-87.57,-89.44,1.87
48.992,-87.55,-89.42,1.87
49.024,-87.52,-89.40,1.88
49.056,-87.49,-89.37,1.89
49.088,-87.46,-89.35,1.89
49.120,-87.43,-89.32,1.90
49.152,-87.40,-89.30,1.90
49.184,-87.36,-89.27,1.91
49.216,-87.33,-89.24,1.91
49.248,-87.30,-89.22,1.92
49.280,-87.27,-89.19,1.92
49.312,-88.05,-89.16,1.11
49.344,-88.42,-89.75,1.33
49.376,-88.62,-89.61,0.99
49.408,-88.75,-89.88,1.13
49.440,-88.83,-89.80,0.97
49.472,-88.89,-89.94,1.06
49.504,-88.93,-89.91,0.98
49.536,-88.96,-89.99,1.03
49.568,-88.98,-89.98,1.00
49.600,-88.99,-90.03,1.03
49.632,-89.00,-90.03,1.02
49.664,-89.01,-90.06,1.05
49.696,-89.01,-90.06,1.05
49.728,-89.01,-90.08,1.07
49.760,-89.01,-90.09,1.08
49.792,-89.01,-90.11,1.10
49.824,-89.01,-90.11,1.11
49.856,-89.00,-90.12,1.12
49.888,-89.00,-90.13,1.13
49.920,-88.99,-90.14,1.15
49.952,-88.99,-90.15,1.16
49.984,-88.98,-90.15,1.17
50.016,-88.98,-90.16,1.19
50.048,-88.97,-90.17,1.20
50.080,-88.96,-90.17,1.21
50.112,-88.95,-90.17,1.22
50.144,-88.95,-90.18,1.23
50.176,-88.94,-90.18,1.24
50.208,-88.93,-90.18,1.25
50.240,-88.92,-90.19,1.27
50.272,-88.91,-90.19,1.28
50.304,-88.90,-90.19,1.29
50.336,-88.89,-90.19,1.29
50.368,-88.88,-90.19,1.30
50.400,-88.88,-90.19,1.31
50.432,-88.87,-90.19,1.32
50.464,-88.86,-90.19,1.33
50.496,-88.85,-90.18,1.34
50.528,-88.84,-90.18,1.35
50.560,-88.83,-90.18,1.35
50.592,-88.82,-90.18,1.36
50.624,-88.81,-90.17,1.37
50.656,-88.80,-90.17,1.37
50.688,-88.79,-90.17,1.38
50.720,-88.78,-90.16,1.39
50.752,-88.76,-90.16,1.39
50.784,-88.75,-90.15,1.40
50.816,-88.74,-90.15,1.40
50.848,-88.73,-90.14,1.41
50.880,-88.72,-90.13,1.41
50.912,-88.71,-90.13,1.42
50.944,-88.70,-90.12,1.42
50.976,-88.68,-90.11,1.43
51.008,-88.67,-90.11,1.43
51.040,-88.66,-90.10,1.44
51.072,-88.65,-90.09,1.44
51.104,-88.64,-90.08,1.45
51.136,-88.62,-90.07,1.45
51.168,-88.61,-90.07,1.45
51.200,-88.60,-90.06,1.46
51.232,-88.59,-90.05,1.46
51.264,-88.57,-90.04,1.46
51.296,-88.56,-90.03,1.47
51.328,-88.55,-90.02,1.47
51.360,-88.53,-90.01,1.47
51.392,-88.52,-90.00,1.48
51.424,-88.51,-89.99,1.48
51.456,-88.49,-89.97,1.48
51.488,-88.48,-89.96,1.49
51.520,-88.46,-89.95,1.49
51.552,-88.45,-89.94,1.49
51.584,-88.43,-89.93,1.49
51.616,-88.42,-89.91,1.50
51.648,-88.40,-89.90,1.50
51.680,-88.39,-89.89,1.50
51.712,-88.37,-89.88,1.50
51.744,-88.36,-89.86,1.50
51.776,-88.34,-89.85,1.51
51.808,-88.33,-89.84,1.51
51.840,-88.31,-89.82,1.51
51.872,-88.29,-89.81,1.51
51.904,-88.28,-89.79,1.51
51.936,-88.26,-89.78,1.52
51.968,-88.25,-89.76,1.52
52.000,-88.23,-89.75,1.52
52.032,-88.21,-89.73,1.52
52.064,-88.19,-89.72,1.52
52.096,-88.18,-89.70,1.52
52.128,-88.16,-89.68,1.53
52.160,-88.14,-89.67,1.53
52.192,-88.12,-89.65,1.53
52.224,-88.10,-89.63,1.53
52.256,-88.08,-89.62,1.53
52.288,-88.06,-89.60,1.53
52.320,-88.05,-89.58,1.54
52.352,-88.03,-89.56,1.54
52.384,-88.01,-89.55,1.54
52.416,-87.99,-89.53,1.54
52.448,-87.97,-89.51,1.54
52.480,-87.94,-89.49,1.54
52.512,-87.92,-89.47,1.55
52.544,-87.90,-89.45,1.55
52.576,-87.88,-89.43,1.55
52.608,-87.86,-89.41,1.55
52.640,-87.84,-89.39,1.55
52.672,-87.81,-89.37,1.56
52.704,-87.79,-89.35,1.56
52.736,-87.77,-89.33,1.56
52.768,-87.74,-89.30,1.56
52.800,-87.72,-89.28,1.56
